a_idx,date,amount,holding_party_id,counter_party_id,holding_party_country,counter_party_country,tx_type,hour,day_of_week,month,explanation,transaction_anomaly_score
11816946,2019-12-17 12:27:47,187.5,364,265320,DE,RU,credit,12,1,12,"rare counter party country, unusual activity in month 12, unusual amount ($188)",-0.009545792059866165
3685877,2019-08-18 13:03:46,363.5,364,231642,DE,KW,credit,13,6,8,"rare counter party country, unusual amount ($364), unusual activity in month 8",-0.009545473374141467
13415581,2020-01-11 11:19:50,141.0,364,248794,DE,RO,credit,11,5,1,"rare counter party country, unusual activity in month 1, unusual time of day (11:00)",-0.009506499331407792
13024815,2020-01-04 11:14:02,148.0,364,187110,DE,RU,credit,11,5,1,"rare counter party country, unusual activity in month 1, unusual time of day (11:00)",-0.009506499331407792
3257407,2019-08-13 10:14:29,393.0,364,233676,DE,RO,credit,10,1,8,"rare counter party country, unusual amount ($393), unusual activity in month 8",-0.009453512518546314
2728795,2019-08-06 13:07:12,348.5,364,245637,DE,KW,credit,13,1,8,"rare counter party country, unusual amount ($348), unusual activity in month 8",-0.009428373422115777
12459350,2019-12-27 15:22:00,105.0,364,217048,DE,TR,credit,15,4,12,"rare counter party country, unusual activity in month 12, unusual amount ($105)",-0.009354953704996283
4896627,2019-09-05 08:38:47,393.0,364,339142,DE,RU,credit,8,3,9,"rare counter party country, unusual amount ($393), unusual time of day (8:00)",-0.009266421559299909
12672362,2019-12-30 12:04:48,594.0,364,110923,DE,FR,credit,12,0,12,"unusual amount ($594), transaction on Monday, unusual activity in month 12",-0.00909854030695989
13025500,2020-01-04 11:21:12,205.0,364,248986,DE,RU,credit,11,5,1,"rare counter party country, unusual activity in month 1, unusual amount ($205)",-0.009094985880292339
12873827,2020-01-02 17:20:08,365.0,364,116502,DE,FR,credit,17,3,1,"unusual activity in month 1, unusual amount ($365), rare counter party country",-0.009079416306154942
7655378,2019-10-15 09:31:22,52.0,364,286977,DE,US,credit,9,1,10,"rare counter party country, transaction on Tuesday, unusual time of day (9:00)",-0.009054876738832762
6655148,2019-10-01 09:49:06,52.0,364,184400,DE,US,credit,9,1,10,"rare counter party country, transaction on Tuesday, unusual time of day (9:00)",-0.009054876738832762
12902369,2020-01-02 12:43:30,173.0,364,231766,DE,TR,credit,12,3,1,"rare counter party country, unusual activity in month 1, unusual time of day (12:00)",-0.009016879072410222
1397036,2019-07-20 10:05:57,447.5,364,189936,DE,SE,credit,10,5,7,"rare counter party country, unusual amount ($448), unusual time of day (10:00)",-0.009001872305535064
1447988,2019-07-20 16:50:54,379.0,364,182555,DE,RO,credit,16,5,7,"rare counter party country, unusual amount ($379), unusual time of day (16:00)",-0.008986808407758451
8149619,2019-10-23 12:40:27,378.0,364,181329,DE,SE,credit,12,2,10,"rare counter party country, unusual amount ($378), unusual time of day (12:00)",-0.00896381141628988
6113602,2019-09-23 10:42:00,215.0,364,231155,DE,TR,credit,10,0,9,"rare counter party country, transaction on Monday, unusual amount ($215)",-0.008913712254646211
6113648,2019-09-23 10:42:44,215.0,364,231155,DE,TR,credit,10,0,9,"rare counter party country, transaction on Monday, unusual amount ($215)",-0.008913712254646211
6113009,2019-09-23 10:31:43,215.0,364,227940,DE,TR,credit,10,0,9,"rare counter party country, transaction on Monday, unusual amount ($215)",-0.008913712254646211
2719893,2019-08-06 11:50:28,394.0,364,267006,DE,SA,credit,11,1,8,"rare counter party country, unusual amount ($394), unusual activity in month 8",-0.008880330809060144
529085,2019-07-08 09:42:28,311.5,364,291897,DE,MX,credit,9,0,7,"rare counter party country, unusual amount ($312), transaction on Monday",-0.008856820741948934
1621477,2019-07-23 09:25:30,379.0,364,248951,DE,RU,credit,9,1,7,"rare counter party country, unusual amount ($379), transaction on Tuesday",-0.008838579995908202
12968527,2020-01-03 13:46:34,390.0,364,93853,DE,CH,credit,13,4,1,"unusual activity in month 1, unusual amount ($390), rare counter party country",-0.008808725688304153
33853,2019-06-30 18:11:10,155.5,364,287332,DE,RO,credit,18,6,6,"rare counter party country, unusual activity in month 6, unusual amount ($156)",-0.008671124537153463
33862,2019-06-30 18:11:10,155.5,364,287332,DE,RO,credit,18,6,6,"rare counter party country, unusual activity in month 6, unusual amount ($156)",-0.008671124537153463
11642663,2019-12-15 10:59:30,294.0,364,180388,DE,SG,credit,10,6,12,"rare counter party country, unusual amount ($294), unusual activity in month 12",-0.008631290445111905
11598061,2019-12-14 11:35:58,594.0,364,230157,DE,AT,credit,11,5,12,"unusual amount ($594), rare counter party country, unusual activity in month 12",-0.008624571221419464
12105215,2019-12-21 14:19:44,24.0,364,335092,DE,US,credit,14,5,12,"rare counter party country, unusual activity in month 12, transaction on Saturday",-0.008616805806719197
12788369,2019-12-31 12:10:36,180.0,364,231035,DE,RU,credit,12,1,12,"rare counter party country, unusual activity in month 12, unusual amount ($180)",-0.008517668613127527
1022791,2019-07-15 10:56:10,244.5,364,315828,DE,US,credit,10,0,7,"rare counter party country, transaction on Monday, unusual amount ($244)",-0.008498404182016195
2415831,2019-08-02 13:01:45,1348.5,364,285523,DE,AT,credit,13,4,8,"unusual amount ($1,348), rare counter party country, unusual activity in month 8",-0.008497842456349658
2415571,2019-08-02 13:00:36,1348.5,364,285522,DE,AT,credit,13,4,8,"unusual amount ($1,348), rare counter party country, unusual activity in month 8",-0.008497842456349658
11698272,2019-12-16 16:38:04,70.5,364,265863,DE,LT,credit,16,0,12,"rare counter party country, transaction on Monday, unusual activity in month 12",-0.008471658512174352
11991784,2019-12-20 12:26:52,140.5,364,231663,DE,UA,credit,12,4,12,"rare counter party country, unusual activity in month 12, unusual amount ($140)",-0.008386847911750706
6632753,2019-09-30 15:41:45,197.0,364,332404,DE,SA,credit,15,0,9,"rare counter party country, transaction on Monday, unusual amount ($197)",-0.008307035268812712
1398078,2019-07-20 10:17:27,420.0,364,245407,DE,LU,credit,10,5,7,"rare counter party country, unusual amount ($420), unusual time of day (10:00)",-0.008306376938666205
13450938,2020-01-12 15:31:55,420.0,364,125384,DE,FR,credit,15,6,1,"unusual amount ($420), unusual activity in month 1, rare counter party country",-0.008152039352079532
11803318,2019-12-17 15:18:24,593.0,364,301640,DE,DE,credit,15,1,12,"unusual amount ($593), unusual activity in month 12, transaction on Tuesday",-0.008105692254525843
2072126,2019-07-29 09:43:49,295.5,364,284053,DE,SE,credit,9,0,7,"rare counter party country, unusual amount ($296), transaction on Monday",-0.008098548537601946
12685480,2019-12-30 13:21:03,624.0,364,195362,DE,DE,credit,13,0,12,"unusual amount ($624), transaction on Monday, unusual activity in month 12",-0.008092274676764988
2161733,2019-07-30 12:01:12,311.5,364,185484,DE,SA,credit,12,1,7,"rare counter party country, unusual amount ($312), transaction on Tuesday",-0.00807661599845344
2161816,2019-07-30 12:03:02,311.5,364,185484,DE,SA,credit,12,1,7,"rare counter party country, unusual amount ($312), transaction on Tuesday",-0.00807661599845344
2161685,2019-07-30 12:01:12,311.5,364,185484,DE,SA,credit,12,1,7,"rare counter party country, unusual amount ($312), transaction on Tuesday",-0.00807661599845344
3785603,2019-08-19 20:33:27,37.5,364,341364,DE,PL,credit,20,0,8,"rare counter party country, transaction on Monday, unusual time of day (20:00)",-0.008053340854025981
52171,2019-07-01 08:54:03,208.0,364,189857,DE,SE,credit,8,0,7,"rare counter party country, transaction on Monday, unusual amount ($208)",-0.00798619036744963
1544794,2019-07-22 08:54:15,208.0,364,233781,DE,SE,credit,8,0,7,"rare counter party country, transaction on Monday, unusual amount ($208)",-0.00798619036744963
2068477,2019-07-29 08:29:51,208.0,364,255551,DE,SE,credit,8,0,7,"rare counter party country, transaction on Monday, unusual amount ($208)",-0.00798619036744963
1841187,2019-07-26 08:54:49,1696.5,364,227982,DE,GB,credit,8,4,7,"unusual amount ($1,696), unusual time of day (8:00), transaction on Friday",-0.007932228157466747
2086596,2019-07-29 12:21:25,519.5,364,332492,DE,AE,credit,12,0,7,"unusual amount ($520), rare counter party country, transaction on Monday",-0.00778743488379674
2639806,2019-08-05 11:15:34,4263.0,364,335136,DE,ES,credit,11,0,8,"unusual amount ($4,263), transaction on Monday, unusual activity in month 8",-0.007759730047029567
1746356,2019-07-24 19:04:20,104.0,364,320347,DE,VN,credit,19,2,7,"rare counter party country, unusual time of day (19:00), unusual amount ($104)",-0.007743512412565434
5011,2019-06-30 10:06:06,1018.5,364,177050,DE,FR,credit,10,6,6,"unusual amount ($1,018), unusual activity in month 6, rare counter party country",-0.0077432949764423276
3979037,2019-08-22 16:01:39,386.0,364,246942,DE,SA,credit,16,3,8,"rare counter party country, unusual amount ($386), unusual activity in month 8",-0.007693090224126786
610217,2019-07-09 12:54:05,282.0,364,179958,DE,TW,credit,12,1,7,"rare counter party country, unusual amount ($282), transaction on Tuesday",-0.007621450742823499
7497506,2019-10-13 22:04:13,379.0,364,228368,DE,AT,credit,22,6,10,"rare counter party country, unusual amount ($379), transaction at unusual hour (22:00)",-0.007601486934555646
13366176,2020-01-11 11:50:08,624.0,364,203113,DE,DE,credit,11,5,1,"unusual amount ($624), unusual activity in month 1, unusual time of day (11:00)",-0.0075635574335614075
2017282,2019-07-28 11:07:26,491.5,364,183405,DE,SA,credit,11,6,7,"rare counter party country, unusual amount ($492), unusual time of day (11:00)",-0.007563310606247486
2071498,2019-07-29 09:34:11,1617.0,364,341984,DE,DE,credit,9,0,7,"unusual amount ($1,617), transaction on Monday, unusual time of day (9:00)",-0.007512879612361911
2884368,2019-08-08 13:10:31,304.0,364,182923,DE,US,credit,13,3,8,"rare counter party country, unusual amount ($304), unusual activity in month 8",-0.007449454213051543
3123481,2019-08-11 10:25:13,591.0,364,332442,DE,SA,credit,10,6,8,"rare counter party country, unusual amount ($591), unusual time of day (10:00)",-0.007433251272310759
1486185,2019-07-21 09:50:39,408.0,364,186203,DE,NL,credit,9,6,7,"rare counter party country, unusual amount ($408), unusual time of day (9:00)",-0.00741264313922807
13075692,2020-01-05 12:04:54,444.0,364,87889,DE,CH,credit,12,6,1,"unusual amount ($444), unusual activity in month 1, unusual time of day (12:00)",-0.007406263770821653
13422044,2020-01-12 12:50:38,444.0,364,93725,DE,CH,credit,12,6,1,"unusual amount ($444), unusual activity in month 1, unusual time of day (12:00)",-0.007406263770821653
7158498,2019-10-08 09:54:44,111.0,364,341508,DE,ZA,credit,9,1,10,"rare counter party country, transaction on Tuesday, unusual time of day (9:00)",-0.0073804120014902
11133266,2019-12-07 16:32:54,56.0,364,332250,DE,US,credit,16,5,12,"rare counter party country, unusual activity in month 12, transaction on Saturday",-0.0073058787505028144
12858943,2020-01-02 10:40:58,624.0,364,88074,DE,CH,credit,10,3,1,"unusual amount ($624), unusual activity in month 1, unusual time of day (10:00)",-0.0072794624737178015
11977615,2019-12-20 10:07:43,93.5,364,189314,DE,US,credit,10,4,12,"rare counter party country, unusual activity in month 12, unusual time of day (10:00)",-0.007181132167458859
3734264,2019-08-19 10:46:26,304.0,364,246943,DE,SA,credit,10,0,8,"rare counter party country, unusual amount ($304), transaction on Monday",-0.007165159643733765
4249121,2019-08-26 10:17:00,304.5,364,96805,DE,SA,credit,10,0,8,"rare counter party country, unusual amount ($304), transaction on Monday",-0.007165159643733765
13042272,2020-01-04 12:19:18,133.0,364,293635,DE,RU,credit,12,5,1,"rare counter party country, unusual activity in month 1, unusual time of day (12:00)",-0.0071597276858546
13042261,2020-01-04 12:19:18,133.0,364,293635,DE,RU,credit,12,5,1,"rare counter party country, unusual activity in month 1, unusual time of day (12:00)",-0.0071597276858546
7085866,2019-10-07 09:43:33,155.5,364,180241,DE,RU,credit,9,0,10,"rare counter party country, transaction on Monday, unusual amount ($156)",-0.007158502465457461
12859649,2020-01-02 10:50:07,188.0,364,336790,DE,RU,credit,10,3,1,"rare counter party country, unusual activity in month 1, unusual time of day (10:00)",-0.007138780145601542
11258154,2019-12-09 11:21:15,94.0,364,189721,DE,RU,credit,11,0,12,"rare counter party country, transaction on Monday, unusual activity in month 12",-0.007091070538390087
11738775,2019-12-16 11:25:01,93.5,364,249364,DE,RU,credit,11,0,12,"rare counter party country, transaction on Monday, unusual activity in month 12",-0.007091070538390087
3591846,2019-08-17 10:41:12,600.0,364,218057,DE,NL,credit,10,5,8,"rare counter party country, unusual amount ($600), unusual time of day (10:00)",-0.007011488123981113
10772190,2019-12-02 12:47:08,101.0,364,216735,DE,QA,credit,12,0,12,"rare counter party country, transaction on Monday, unusual activity in month 12",-0.006999461811785679
11727615,2019-12-16 12:11:50,101.0,364,280031,DE,PT,credit,12,0,12,"rare counter party country, transaction on Monday, unusual activity in month 12",-0.006999461811785679
12376222,2019-12-26 11:32:14,180.5,364,286211,DE,US,credit,11,3,12,"rare counter party country, unusual activity in month 12, unusual amount ($180)",-0.006991218461428916
12145726,2019-12-21 19:48:35,177.5,364,332149,DE,RU,credit,19,5,12,"rare counter party country, unusual amount ($178), unusual activity in month 12",-0.006982361781243451
12865099,2020-01-02 16:01:40,87.0,364,285125,DE,JP,credit,16,3,1,"unusual activity in month 1, rare counter party country, unusual time of day (16:00)",-0.006858747334383741
3981402,2019-08-22 16:26:24,363.0,364,96772,DE,SA,credit,16,3,8,"rare counter party country, unusual amount ($363), unusual activity in month 8",-0.006843952192622349
4508414,2019-08-30 00:32:18,394.0,364,230542,DE,BE,credit,0,4,8,"unusual amount ($394), unusual time of day (0:00), rare counter party country",-0.006800493490688453
4456744,2019-08-29 12:11:43,491.5,364,281811,DE,SA,credit,12,3,8,"rare counter party country, unusual amount ($492), unusual activity in month 8",-0.0067907486597700295
12166600,2019-12-22 11:21:30,1224.0,364,273649,DE,CH,credit,11,6,12,"unusual amount ($1,224), unusual activity in month 12, rare counter party country",-0.006771969793715749
525350,2019-07-08 08:00:49,89.0,364,182016,DE,UA,credit,8,0,7,"rare counter party country, transaction on Monday, unusual time of day (8:00)",-0.0067546459560996475
11982109,2019-12-20 11:02:39,24.0,364,189314,DE,US,credit,11,4,12,"rare counter party country, unusual activity in month 12, unusual time of day (11:00)",-0.006700001693171531
10199840,2019-11-23 14:42:26,101.0,364,287142,DE,US,credit,14,5,11,"rare counter party country, unusual activity in month 11, unusual time of day (14:00)",-0.006676677849600465
11239460,2019-12-09 12:42:08,595.0,364,96329,DE,CH,credit,12,0,12,"unusual amount ($595), transaction on Monday, unusual activity in month 12",-0.006606425828821982
12880869,2020-01-02 12:35:40,148.0,364,339174,DE,RU,credit,12,3,1,"rare counter party country, unusual activity in month 1, unusual time of day (12:00)",-0.006569004126197653
12674971,2019-12-30 12:20:33,569.0,364,137315,DE,FR,credit,12,0,12,"unusual amount ($569), transaction on Monday, unusual activity in month 12",-0.006548875534817644
2068953,2019-07-29 08:42:38,10.0,364,339154,DE,RU,credit,8,0,7,"rare counter party country, transaction on Monday, unusual time of day (8:00)",-0.006545028658834551
2068601,2019-07-29 08:32:55,10.0,364,339154,DE,RU,credit,8,0,7,"rare counter party country, transaction on Monday, unusual time of day (8:00)",-0.006545028658834551
12950273,2020-01-03 11:54:52,375.0,364,233493,DE,AU,credit,11,4,1,"unusual activity in month 1, unusual amount ($375), rare counter party country",-0.006496160899608472
2698206,2019-08-05 21:09:43,18.0,364,231640,DE,KW,credit,21,0,8,"rare counter party country, unusual time of day (21:00), transaction on Monday",-0.0064940268723245875
12787742,2019-12-31 12:05:26,834.0,364,269900,DE,DE,credit,12,1,12,"unusual amount ($834), unusual activity in month 12, transaction on Tuesday",-0.006490320894907975
2144140,2019-07-30 00:21:20,462.5,364,251781,DE,ES,credit,0,1,7,"unusual amount ($462), unusual time of day (0:00), rare counter party country",-0.0064895053824569615
963735,2019-07-14 10:14:58,400.5,364,248386,DE,QA,credit,10,6,7,"rare counter party country, unusual amount ($400), unusual time of day (10:00)",-0.006462426180453229
6439658,2019-09-28 09:00:06,355.05,364,287249,DE,US,credit,9,5,9,"rare counter party country, unusual amount ($355), transaction on Saturday",-0.006445051773848465
5889318,2019-09-20 09:26:40,446.0,364,282420,DE,SI,credit,9,4,9,"rare counter party country, unusual amount ($446), unusual time of day (9:00)",-0.006346188484367632
2073186,2019-07-29 09:59:46,309.5,364,186883,DE,NL,credit,9,0,7,"rare counter party country, unusual amount ($310), transaction on Monday",-0.006308135245666424
13448656,2020-01-12 14:51:31,444.0,364,211997,DE,DE,credit,14,6,1,"unusual amount ($444), unusual activity in month 1, unusual time of day (14:00)",-0.006282407273348722
12777109,2019-12-31 11:31:21,187.0,364,343698,DE,SG,credit,11,1,12,"rare counter party country, unusual activity in month 12, unusual amount ($187)",-0.006271874179878401
8485133,2019-10-27 18:05:25,546.0,364,281372,DE,LU,credit,18,6,10,"unusual amount ($546), rare counter party country, unusual activity in month 10",-0.006215768424237322
5229226,2019-09-10 10:51:14,319.0,364,183358,DE,SA,credit,10,1,9,"rare counter party country, unusual amount ($319), transaction on Tuesday",-0.006062598675832587
11020801,2019-12-06 14:00:16,47.0,364,246203,DE,SE,credit,14,4,12,"rare counter party country, unusual activity in month 12, unusual time of day (14:00)",-0.006059513021910434
2152184,2019-07-30 10:11:35,319.0,364,96773,DE,SA,credit,10,1,7,"rare counter party country, unusual amount ($319), unusual time of day (10:00)",-0.006041303452907099
2151589,2019-07-30 10:02:53,325.0,364,248953,DE,RU,credit,10,1,7,"rare counter party country, unusual amount ($325), transaction on Tuesday",-0.006041303452907099
193485,2019-07-03 12:33:03,356.5,364,231414,DE,SA,credit,12,2,7,"rare counter party country, unusual amount ($356), unusual time of day (12:00)",-0.005983788546442104
2131805,2019-07-29 19:33:55,45.0,364,255551,DE,SE,credit,19,0,7,"rare counter party country, transaction on Monday, unusual time of day (19:00)",-0.005872909399584958
808924,2019-07-12 10:38:53,422.5,364,340980,DE,NO,credit,10,4,7,"rare counter party country, unusual amount ($422), unusual time of day (10:00)",-0.00586562080884423
11066550,2019-12-06 22:32:51,428.0,364,326351,DE,CH,credit,22,4,12,"unusual amount ($428), transaction at unusual hour (22:00), unusual activity in month 12",-0.0058405593212003115
12866907,2020-01-02 11:16:17,133.5,364,339083,DE,RU,credit,11,3,1,"rare counter party country, unusual activity in month 1, unusual time of day (11:00)",-0.005799847235266387
13069457,2020-01-05 14:45:43,94.0,364,231614,DE,KW,credit,14,6,1,"rare counter party country, unusual activity in month 1, unusual time of day (14:00)",-0.005760229765240377
2706496,2019-08-06 08:38:54,252.0,364,336919,DE,US,credit,8,1,8,"rare counter party country, unusual amount ($252), unusual activity in month 8",-0.005759594338652363
5183523,2019-09-09 13:29:06,95.5,364,285185,DE,US,credit,13,0,9,"rare counter party country, transaction on Monday, unusual activity in month 9",-0.005752003304782871
1379391,2019-07-19 20:59:09,104.0,364,279304,DE,SE,credit,20,4,7,"rare counter party country, unusual time of day (20:00), unusual amount ($104)",-0.005714081180834607
11738702,2019-12-16 11:24:06,133.5,364,249364,DE,RU,credit,11,0,12,"rare counter party country, transaction on Monday, unusual activity in month 12",-0.005664206985672826
1636459,2019-07-23 12:28:26,363.5,364,187048,DE,KW,credit,12,1,7,"rare counter party country, unusual amount ($364), transaction on Tuesday",-0.005656719812759947
608001,2019-07-09 12:32:17,363.0,364,231656,DE,KW,credit,12,1,7,"rare counter party country, unusual amount ($363), transaction on Tuesday",-0.005656719812759947
4538524,2019-08-30 14:01:46,408.0,364,246016,DE,KW,credit,14,4,8,"rare counter party country, unusual amount ($408), unusual activity in month 8",-0.005566008585460969
11325830,2019-12-10 11:42:24,47.0,364,246063,DE,TR,credit,11,1,12,"rare counter party country, unusual activity in month 12, unusual time of day (11:00)",-0.005540977673759828
3973491,2019-08-22 15:02:40,468.0,364,231620,DE,KW,credit,15,3,8,"rare counter party country, unusual amount ($468), unusual activity in month 8",-0.005510170284892535
3803205,2019-08-20 11:12:30,379.0,364,248982,DE,RU,credit,11,1,8,"rare counter party country, unusual amount ($379), unusual activity in month 8",-0.005484253188088761
1086893,2019-07-16 09:11:17,332.5,364,189731,DE,RU,credit,9,1,7,"rare counter party country, unusual amount ($332), transaction on Tuesday",-0.0054427277486780445
11737868,2019-12-16 11:12:52,375.0,364,247680,DE,IL,credit,11,0,12,"unusual amount ($375), rare counter party country, transaction on Monday",-0.005427977373597459
12723707,2019-12-30 17:22:55,624.0,364,191346,DE,DE,credit,17,0,12,"unusual amount ($624), transaction on Monday, unusual activity in month 12",-0.005295868540790893
1107773,2019-07-16 13:25:39,252.5,364,97284,DE,QA,credit,13,1,7,"rare counter party country, unusual amount ($252), transaction on Tuesday",-0.005271985756845399
1320495,2019-07-19 11:23:15,696.0,364,287046,DE,IT,credit,11,4,7,"unusual amount ($696), rare counter party country, unusual time of day (11:00)",-0.0052412235334301505
4314931,2019-08-27 10:34:56,378.0,364,231594,DE,RO,credit,10,1,8,"rare counter party country, unusual amount ($378), unusual activity in month 8",-0.005207418803227171
3326971,2019-08-13 22:55:22,193.0,364,232256,DE,IT,credit,22,1,8,"rare counter party country, transaction at unusual hour (22:00), unusual amount ($193)",-0.00520294579269287
528977,2019-07-08 09:40:47,234.0,364,333028,DE,US,credit,9,0,7,"rare counter party country, transaction on Monday, unusual amount ($234)",-0.005176187259029241
1545887,2019-07-22 09:15:39,208.0,364,287175,DE,US,credit,9,0,7,"rare counter party country, transaction on Monday, unusual amount ($208)",-0.005176187259029241
1547800,2019-07-22 09:50:21,200.0,364,286202,DE,US,credit,9,0,7,"rare counter party country, transaction on Monday, unusual amount ($200)",-0.005176187259029241
12514731,2019-12-28 11:10:10,1817.0,364,290132,DE,CH,credit,11,5,12,"unusual amount ($1,817), unusual activity in month 12, transaction on Saturday",-0.005145166884793273
1844459,2019-07-26 09:48:08,447.5,364,333172,DE,QA,credit,9,4,7,"rare counter party country, unusual amount ($448), unusual time of day (9:00)",-0.005120178466768155
12677237,2019-12-30 12:33:33,624.0,364,195817,DE,DE,credit,12,0,12,"unusual amount ($624), transaction on Monday, unusual activity in month 12",-0.005093354030773156
4244366,2019-08-26 08:51:53,294.5,364,287045,DE,RO,credit,8,0,8,"rare counter party country, unusual amount ($294), transaction on Monday",-0.0049419296366645105
1798856,2019-07-25 14:55:50,80535.69,364,241918,DE,DE,credit,14,3,7,"very high amount ($80,536), unusual time of day (14:00), transaction on Thursday",-0.0048821604221603865
2145104,2019-07-30 07:21:20,27.5,364,86702,DE,NL,credit,7,1,7,"rare counter party country, unusual time of day (7:00), transaction on Tuesday",-0.004848507783687173
12876784,2020-01-02 12:03:10,133.5,364,91753,DE,RU,credit,12,3,1,"rare counter party country, unusual activity in month 1, unusual time of day (12:00)",-0.0047778389548647215
345742,2019-07-05 14:44:46,394.0,364,286120,DE,RU,credit,14,4,7,"rare counter party country, unusual amount ($394), unusual time of day (14:00)",-0.0047365095366896925
11063781,2019-12-06 16:58:41,43.5,364,286689,DE,TW,credit,16,4,12,"rare counter party country, unusual activity in month 12, very small amount ($44)",-0.004705418084904545
12016533,2019-12-20 15:33:57,960.0,364,87255,DE,CH,credit,15,4,12,"unusual amount ($960), unusual activity in month 12, rare counter party country",-0.004700039029534864
3803529,2019-08-20 11:17:04,575.0,364,231616,DE,KW,credit,11,1,8,"unusual amount ($575), rare counter party country, unusual activity in month 8",-0.00468258142286504
2079512,2019-07-29 11:15:37,341.5,364,343609,DE,KW,credit,11,0,7,"rare counter party country, unusual amount ($342), transaction on Monday",-0.004561862842415665
2079475,2019-07-29 11:15:37,341.5,364,343609,DE,KW,credit,11,0,7,"rare counter party country, unusual amount ($342), transaction on Monday",-0.004561862842415665
4717431,2019-09-02 08:57:52,280.5,364,281740,DE,LU,credit,8,0,9,"rare counter party country, unusual amount ($280), transaction on Monday",-0.004537272662167746
11447515,2019-12-12 16:00:46,92.5,364,255344,DE,SE,credit,16,3,12,"rare counter party country, unusual activity in month 12, unusual amount ($92)",-0.004520676099597165
8704235,2019-10-30 10:45:10,249.0,364,179701,DE,US,credit,10,2,10,"rare counter party country, unusual amount ($249), unusual time of day (10:00)",-0.0044989940297193165
1086348,2019-07-16 08:59:31,52.0,364,333188,DE,US,credit,8,1,7,"rare counter party country, transaction on Tuesday, unusual time of day (8:00)",-0.004453571274693591
2146408,2019-07-30 08:16:19,52.0,364,179093,DE,US,credit,8,1,7,"rare counter party country, transaction on Tuesday, unusual time of day (8:00)",-0.004453571274693591
2817381,2019-08-07 14:58:03,379.0,364,338528,DE,RO,credit,14,2,8,"rare counter party country, unusual amount ($379), unusual activity in month 8",-0.004433362349098968
2654749,2019-08-05 13:30:12,200.0,364,278614,DE,SA,credit,13,0,8,"rare counter party country, transaction on Monday, unusual amount ($200)",-0.004415501180914272
2252362,2019-07-31 13:44:41,312.0,364,341446,DE,QA,credit,13,2,7,"rare counter party country, unusual amount ($312), unusual time of day (13:00)",-0.00434900126690263
2154636,2019-07-30 10:43:49,304.0,364,184539,DE,SA,credit,10,1,7,"rare counter party country, unusual amount ($304), unusual time of day (10:00)",-0.004348639904831919
7049116,2019-10-07 11:07:20,103.5,364,320344,DE,VN,credit,11,0,10,"rare counter party country, transaction on Monday, unusual time of day (11:00)",-0.004299738886611726
2084184,2019-07-29 12:01:47,252.0,364,184464,DE,RO,credit,12,0,7,"rare counter party country, unusual amount ($252), transaction on Monday",-0.004270459405341209
13047630,2020-01-04 16:41:50,31.5,364,343736,DE,JP,credit,16,5,1,"unusual activity in month 1, rare counter party country, unusual time of day (16:00)",-0.004233380939453357
11743564,2019-12-16 17:41:42,75.0,364,286387,DE,KW,credit,17,0,12,"rare counter party country, transaction on Monday, unusual activity in month 12",-0.004157101275880315
4086710,2019-08-23 20:42:17,25.0,364,246992,DE,SA,credit,20,4,8,"rare counter party country, unusual time of day (20:00), unusual activity in month 8",-0.004070664967551596
11751088,2019-12-16 14:17:41,644.0,364,273752,DE,CH,credit,14,0,12,"unusual amount ($644), unusual activity in month 12, transaction on Monday",-0.0040668573331159585
3784769,2019-08-19 20:20:48,295.5,364,248909,DE,AE,credit,20,0,8,"rare counter party country, unusual amount ($296), unusual time of day (20:00)",-0.0040446036868311275
12706147,2019-12-30 15:22:10,594.0,364,304100,DE,DE,credit,15,0,12,"unusual amount ($594), transaction on Monday, unusual activity in month 12",-0.003980651887460884
13065521,2020-01-05 13:43:57,180.0,364,265798,DE,LT,credit,13,6,1,"rare counter party country, unusual activity in month 1, unusual amount ($180)",-0.003943921745929169
3135710,2019-08-11 13:12:59,312.0,364,280365,DE,OM,credit,13,6,8,"rare counter party country, unusual amount ($312), unusual activity in month 8",-0.003939892125996991
52109,2019-07-01 08:52:41,52.0,364,184386,DE,TW,credit,8,0,7,"rare counter party country, transaction on Monday, unusual time of day (8:00)",-0.003838904129536913
4248494,2019-08-26 10:07:53,237.5,364,280551,DE,Unknown,credit,10,0,8,"rare counter party country, transaction on Monday, unusual amount ($238)",-0.0038298459935537377
4248448,2019-08-26 10:07:05,237.5,364,280551,DE,Unknown,credit,10,0,8,"rare counter party country, transaction on Monday, unusual amount ($238)",-0.0038298459935537377
4248449,2019-08-26 10:07:05,237.5,364,280551,DE,Unknown,credit,10,0,8,"rare counter party country, transaction on Monday, unusual amount ($238)",-0.0038298459935537377
3198861,2019-08-12 12:46:48,197.0,364,267317,DE,US,credit,12,0,8,"rare counter party country, transaction on Monday, unusual amount ($197)",-0.0037724418025373296
3327112,2019-08-13 23:02:04,148.5,364,232248,DE,IT,credit,23,1,8,"rare counter party country, transaction at unusual hour (23:00), unusual amount ($148)",-0.0037230226468598637
10714739,2019-12-01 10:16:33,2172.5,364,168767,DE,FR,credit,10,6,12,"unusual amount ($2,172), unusual activity in month 12, rare counter party country",-0.003716728330175778
10714722,2019-12-01 10:16:33,2172.5,364,168767,DE,FR,credit,10,6,12,"unusual amount ($2,172), unusual activity in month 12, rare counter party country",-0.003716728330175778
2147925,2019-07-30 08:55:31,200.5,364,342882,DE,SI,credit,8,1,7,"rare counter party country, unusual amount ($200), unusual time of day (8:00)",-0.003701083035416164
